百视TV高清源,#genre#
CCTV9,http://321257.cn:8888/udp/238.1.78.240:7792#http://home4.kmo.ink:8888/rtp/239.3.1.62:8112#http://home4.kmo.ink:8888/rtp/239.2.1.9:8032#http://beifeng.site:4000/rtp/239.3.1.62:8112#http://beifeng.site:4000/rtp/239.2.1.9:8032#http://opdf.top:8088/udp/239.81.0.117:4056#http://opdf.top:8088/udp/239.81.0.21:4056#http://gzly.hkychina.com:6001/udp/239.252.220.186:5140#http://www.pr666.site:4040/udp/239.255.30.180:8231#http://summer-xa.icopylock.com:8888/udp/239.110.205.1:9750#http://summer-xa.icopylock.com:8888/udp/239.110.205.8:9778#http://summer-xa.icopylock.com:8888/udp/239.112.205.85:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.9:5140#http://www.pr666.site:4040/udp/239.255.30.74:8231#http://office.gofaraway.top:888/udp/238.125.1.26:5140#http://office.gofaraway.top:888/udp/238.125.5.26:5140#http://office.gofaraway.top:888/udp/238.125.0.139:5140#http://office.gofaraway.top:888/udp/238.125.4.139:5140
CCTV10,http://321257.cn:8888/udp/238.1.78.241:7800#http://home4.kmo.ink:8888/rtp/239.3.1.63:8116#http://home4.kmo.ink:8888/rtp/228.1.1.29:8116#http://home4.kmo.ink:8888/rtp/239.2.1.10:8228#http://beifeng.site:4000/rtp/239.3.1.63:8116#http://beifeng.site:4000/rtp/228.1.1.29:8116#http://beifeng.site:4000/rtp/239.2.1.10:8228#http://opdf.top:8088/udp/239.81.0.118:4056#http://opdf.top:8088/udp/239.81.0.22:4056#http://office.gofaraway.top:888/udp/238.125.0.6:5140#http://office.gofaraway.top:888/udp/238.125.4.6:5140#http://gzly.hkychina.com:6001/udp/239.252.220.91:5140#http://www.pr666.site:4040/udp/239.255.30.181:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.14:8040#http://summer-xa.icopylock.com:8888/udp/239.110.205.9:9782#http://summer-xa.icopylock.com:8888/udp/239.112.205.10:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.86:5140#http://www.pr666.site:4040/udp/239.255.30.6:8231#http://office.gofaraway.top:888/udp/238.125.1.27:5140#http://office.gofaraway.top:888/udp/238.125.5.27:5140
CCTV11,http://321257.cn:8888/udp/238.1.78.206:7502#http://home4.kmo.ink:8888/rtp/228.1.1.182:8120#http://home4.kmo.ink:8888/rtp/239.2.1.11:8040#http://beifeng.site:4000/rtp/228.1.1.182:8120#http://beifeng.site:4000/rtp/239.2.1.11:8040#http://opdf.top:8088/udp/239.81.0.229:4056#http://opdf.top:8088/udp/239.81.0.23:4056#http://office.gofaraway.top:888/udp/238.125.0.7:5140#http://office.gofaraway.top:888/udp/238.125.4.7:5140#http://gzly.hkychina.com:6001/udp/239.252.219.16:5140#http://www.pr666.site:4040/udp/239.255.30.62:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.102:8752#http://summer-xa.icopylock.com:8888/udp/239.109.205.15:8048#http://summer-xa.icopylock.com:8888/udp/239.112.205.11:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.213:5140#http://www.pr666.site:4040/udp/239.255.30.7:8231#http://office.gofaraway.top:888/udp/238.125.4.83:5140#http://office.gofaraway.top:888/udp/238.125.3.212:5140
CCTV12,http://321257.cn:8888/udp/238.1.78.242:7808#http://home4.kmo.ink:8888/rtp/228.1.1.30:8124#http://home4.kmo.ink:8888/rtp/239.2.1.12:8232#http://beifeng.site:4000/rtp/228.1.1.30:8124#http://beifeng.site:4000/rtp/239.2.1.12:8232#http://opdf.top:8088/udp/239.81.0.119:4056#http://opdf.top:8088/udp/239.81.0.24:4056#http://office.gofaraway.top:888/udp/238.125.0.8:5140#http://office.gofaraway.top:888/udp/238.125.4.8:5140#http://gzly.hkychina.com:6001/udp/239.252.220.187:5140#http://www.pr666.site:4040/udp/239.255.30.182:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.16:8056#http://summer-xa.icopylock.com:8888/udp/239.110.205.10:9786#http://summer-xa.icopylock.com:8888/udp/239.112.205.12:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.88:5140#http://www.pr666.site:4040/udp/239.255.30.8:8231#http://office.gofaraway.top:888/udp/238.125.1.28:5140#http://office.gofaraway.top:888/udp/238.125.5.28:5140
CCTV13,http://321257.cn:8888/udp/238.1.79.35:4392#http://home4.kmo.ink:8888/rtp/228.1.1.212:8128#http://home4.kmo.ink:8888/rtp/239.2.1.13:8048#http://beifeng.site:4000/rtp/228.1.1.212:8128#http://beifeng.site:4000/rtp/239.2.1.13:8048#http://opdf.top:8088/udp/239.81.0.26:4056#http://opdf.top:8088/udp/239.81.0.206:4056#http://office.gofaraway.top:888/udp/238.125.0.9:5140#http://office.gofaraway.top:888/udp/238.125.4.9:5140#http://www.pr666.site:4040/udp/239.255.29.28:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.17:8064#http://summer-xa.icopylock.com:8888/udp/239.111.205.53:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.13:5140#http://office.gofaraway.top:888/udp/238.125.5.31:5140#http://office.gofaraway.top:888/udp/238.125.2.245:5140
CCTV14,http://321257.cn:8888/udp/238.1.78.243:7816#http://home4.kmo.ink:8888/rtp/239.3.1.65:8132#http://home4.kmo.ink:8888/rtp/228.1.1.31:8132#http://home4.kmo.ink:8888/rtp/239.2.1.14:8236#http://beifeng.site:4000/rtp/239.3.1.65:8132#http://beifeng.site:4000/rtp/228.1.1.31:8132#http://beifeng.site:4000/rtp/239.2.1.14:8236#http://opdf.top:8088/udp/239.81.0.120:4056#http://opdf.top:8088/udp/239.81.0.25:4056#http://office.gofaraway.top:888/udp/238.125.0.10:5140#http://office.gofaraway.top:888/udp/238.125.4.10:5140#http://www.pr666.site:4040/udp/239.255.30.183:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.18:8072#http://summer-xa.icopylock.com:8888/udp/239.110.205.20:9826#http://summer-xa.icopylock.com:8888/udp/239.112.205.15:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.91:5140#http://office.gofaraway.top:888/udp/238.125.1.66:5140#http://office.gofaraway.top:888/udp/238.125.5.66:5140#http://office.gofaraway.top:888/udp/238.125.4.198:5140
CCTV15,http://321257.cn:8888/udp/238.1.78.222:7648#http://home4.kmo.ink:8888/rtp/239.3.1.153:8136#http://home4.kmo.ink:8888/rtp/228.1.1.183:8136#http://home4.kmo.ink:8888/rtp/239.2.1.15:8052#http://home4.kmo.ink:8888/rtp/239.2.1.153:8136#http://beifeng.site:4000/rtp/239.3.1.153:8136#http://beifeng.site:4000/rtp/228.1.1.183:8136#http://beifeng.site:4000/rtp/239.2.1.15:8052#http://beifeng.site:4000/rtp/239.2.1.153:8136#http://opdf.top:8088/udp/239.81.0.230:4056#http://opdf.top:8088/udp/239.81.0.27:4056#http://office.gofaraway.top:888/udp/238.125.0.11:5140#http://office.gofaraway.top:888/udp/238.125.4.11:5140#http://www.pr666.site:4040/udp/239.255.30.68:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.103:8760#http://summer-xa.icopylock.com:8888/udp/239.109.205.19:8080#http://summer-xa.icopylock.com:8888/udp/239.112.205.16:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.214:5140#http://office.gofaraway.top:888/udp/238.125.4.84:5140#http://office.gofaraway.top:888/udp/238.125.3.213:5140
CCTV16,http://home4.kmo.ink:8888/rtp/239.3.1.184:8001#http://home4.kmo.ink:8888/rtp/228.1.1.218:8002#http://home4.kmo.ink:8888/rtp/228.1.1.216:8002#http://home4.kmo.ink:8888/rtp/228.1.1.215:8002#http://home4.kmo.ink:8888/rtp/239.2.1.184:8000#http://beifeng.site:4000/rtp/239.3.1.184:8001#http://beifeng.site:4000/rtp/228.1.1.218:8002#http://beifeng.site:4000/rtp/228.1.1.216:8002#http://beifeng.site:4000/rtp/228.1.1.215:8002#http://beifeng.site:4000/rtp/239.2.1.184:8000#http://www.pr666.site:4040/udp/239.255.30.88:8231#http://summer-xa.icopylock.com:8888/udp/239.111.205.133:5140#http://summer-xa.icopylock.com:8888/udp/239.111.205.134:5140
CCTV16-4K,http://home4.kmo.ink:8888/rtp/228.1.1.217:8002#http://beifeng.site:4000/rtp/228.1.1.217:8002#http://office.gofaraway.top:888/udp/238.125.5.34:5140#http://office.gofaraway.top:888/udp/238.125.2.183:5140#http://office.gofaraway.top:888/udp/238.125.2.168:5140#http://office.gofaraway.top:888/udp/238.125.5.120:5140#http://www.pr666.site:4040/udp/239.255.30.80:8231
CCTV17,http://321257.cn:8888/udp/238.1.78.178:7296#http://home4.kmo.ink:8888/rtp/239.3.1.151:8144#http://home4.kmo.ink:8888/rtp/228.1.1.181:8144#http://home4.kmo.ink:8888/rtp/239.2.1.150:8064#http://home4.kmo.ink:8888/rtp/239.2.1.151:8144#http://beifeng.site:4000/rtp/239.3.1.151:8144#http://beifeng.site:4000/rtp/228.1.1.181:8144#http://beifeng.site:4000/rtp/239.2.1.150:8064#http://beifeng.site:4000/rtp/239.2.1.151:8144#http://opdf.top:8088/udp/239.81.0.228:4056#http://opdf.top:8088/udp/239.81.0.227:4056#http://office.gofaraway.top:888/udp/238.125.3.152:5140#http://office.gofaraway.top:888/udp/238.125.4.254:5140#http://gzly.hkychina.com:6001/udp/239.252.220.192:5140#http://www.pr666.site:4040/udp/239.255.30.96:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.81:8584#http://summer-xa.icopylock.com:8888/udp/239.109.205.88:8640#http://summer-xa.icopylock.com:8888/udp/239.112.205.210:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.211:5140#http://office.gofaraway.top:888/udp/238.125.5.74:5140#http://office.gofaraway.top:888/udp/238.125.3.153:5140#http://www.pr666.site:4040/udp/239.255.30.95:8231
CCTV4K,http://home4.kmo.ink:8888/rtp/239.2.1.249:8002#http://beifeng.site:4000/rtp/239.2.1.249:8002#http://opdf.top:8088/udp/239.81.0.69:4056#http://opdf.top:8088/udp/239.81.0.71:4056
CCTV-新闻,http://www.pr666.site:4040/udp/239.255.30.9:8231#http://www.pr666.site:4040/udp/239.255.30.5:8231#http://gzly.hkychina.com:6001/udp/239.252.219.18:5140#http://summer-xa.icopylock.com:8888/udp/239.109.205.13:8032
CCTV-少儿,http://www.pr666.site:4040/udp/239.255.30.10:8231#http://gzly.hkychina.com:6001/udp/239.252.220.92:5140
CCTV-音乐,http://www.pr666.site:4040/udp/239.255.30.11:8231#http://gzly.hkychina.com:6001/udp/239.252.219.20:5140
CCTV中学生,http://opdf.top:8088/udp/239.81.0.87:4056
CCTV4欧洲,http://home4.kmo.ink:8888/rtp/228.1.1.213:4220#http://beifeng.site:4000/rtp/228.1.1.213:4220#http://gzly.hkychina.com:6001/udp/239.252.219.192:5140
CCTV4美洲,http://home4.kmo.ink:8888/rtp/228.1.1.203:4220#http://beifeng.site:4000/rtp/228.1.1.203:4220#http://gzly.hkychina.com:6001/udp/239.252.219.193:5140
CCTV自然传奇,http://opdf.top:8088/udp/239.81.0.18:4056
CCTV法治,http://opdf.top:8088/udp/239.81.0.20:4056
CCTV相声小品,http://opdf.top:8088/udp/239.81.0.17:4056#http://summer-xa.icopylock.com:8888/udp/239.109.205.212:9192#http://summer-xa.icopylock.com:8888/udp/239.111.205.11:5140
CCTV谍战剧场,http://opdf.top:8088/udp/239.81.0.15:4056
CCTV足球,http://opdf.top:8088/udp/239.81.0.97:4056#http://www.pr666.site:4040/udp/239.255.30.102:8231
CCTV电视指南HD,http://321257.cn:8888/udp/238.1.79.53:4560#http://summer-xa.icopylock.com:8888/udp/239.111.205.76:5140
CCTV央视文化精品HD,http://321257.cn:8888/udp/238.1.79.54:4568
CCTV女性时尚HD,http://321257.cn:8888/udp/238.1.79.55:4576
CCTV兵器科技HD,http://321257.cn:8888/udp/238.1.79.56:4584#http://summer-xa.icopylock.com:8888/udp/239.110.205.95:7896#http://summer-xa.icopylock.com:8888/udp/239.111.205.74:5140
CCTV风云足球HD,http://321257.cn:8888/udp/238.1.79.57:4592#http://summer-xa.icopylock.com:8888/udp/239.110.205.89:7920#http://summer-xa.icopylock.com:8888/udp/239.111.205.68:5140
CCTV世界地理HD,http://321257.cn:8888/udp/238.1.79.60:4616
CCTV怀旧剧场HD,http://321257.cn:8888/udp/238.1.79.61:4624
CCTV风云剧场HD,http://321257.cn:8888/udp/238.1.79.62:4632#http://summer-xa.icopylock.com:8888/udp/239.110.205.87:7928#http://summer-xa.icopylock.com:8888/udp/239.111.205.66:5140
CCTV第一剧场HD,http://321257.cn:8888/udp/238.1.79.63:4640#http://summer-xa.icopylock.com:8888/udp/239.110.205.86:7932#http://summer-xa.icopylock.com:8888/udp/239.111.205.65:5140
CCTV风云音乐HD,http://321257.cn:8888/udp/238.1.79.64:4648#http://summer-xa.icopylock.com:8888/udp/239.110.205.90:7916#http://summer-xa.icopylock.com:8888/udp/239.111.205.69:5140
CCTV高尔夫网球HD,http://321257.cn:8888/udp/238.1.79.58:4600#http://summer-xa.icopylock.com:8888/udp/239.111.205.73:5140#http://summer-xa.icopylock.com:8888/udp/239.110.205.94:7900
CCTV央视台球HD,http://321257.cn:8888/udp/238.1.79.59:4608#http://summer-xa.icopylock.com:8888/udp/239.110.205.91:7912#http://summer-xa.icopylock.com:8888/udp/239.111.205.70:5140
CCTV怀旧剧场,http://summer-xa.icopylock.com:8888/udp/239.110.205.88:7924#http://summer-xa.icopylock.com:8888/udp/239.111.205.67:5140
CCTV女性时尚,http://summer-xa.icopylock.com:8888/udp/239.110.205.93:7904#http://summer-xa.icopylock.com:8888/udp/239.111.205.72:5140
CCTV世界地理,http://summer-xa.icopylock.com:8888/udp/239.110.205.92:7908#http://summer-xa.icopylock.com:8888/udp/239.111.205.71:5140
CCTV央视文化精品,http://summer-xa.icopylock.com:8888/udp/239.111.205.75:5140
CGTN HD,http://office.gofaraway.top:888/udp/238.125.5.69:5140#http://summer-xa.icopylock.com:8888/udp/239.110.205.78:7964#http://office.gofaraway.top:888/udp/238.125.0.5:5140#http://office.gofaraway.top:888/udp/238.125.4.5:5140
CGTV英语,http://gzly.hkychina.com:6001/udp/239.252.219.194:5140
CGTN英文纪录,http://gzly.hkychina.com:6001/udp/239.252.219.195:5140
CGTN-环球国际 HD,http://office.gofaraway.top:888/udp/238.125.3.134:5140
CGTN-纪录 HD,http://office.gofaraway.top:888/udp/238.125.3.119:5140
CGTN法语,http://office.gofaraway.top:888/udp/238.125.3.99:5140#http://gzly.hkychina.com:6001/udp/239.252.219.65:5140#http://summer-xa.icopylock.com:8888/udp/239.110.205.80:7956#http://summer-xa.icopylock.com:8888/udp/239.111.205.34:5140#http://home4.kmo.ink:8888/rtp/228.1.1.207:4220#http://beifeng.site:4000/rtp/228.1.1.207:4220
CGTN记录,http://office.gofaraway.top:888/udp/238.125.6.1:5140#http://office.gofaraway.top:888/udp/238.125.6.3:5140#http://office.gofaraway.top:888/udp/238.125.3.102:5140#http://office.gofaraway.top:888/udp/238.125.3.120:5140#http://home4.kmo.ink:8888/rtp/228.1.1.205:4220#http://beifeng.site:4000/rtp/228.1.1.205:4220
CGTN俄语,http://office.gofaraway.top:888/udp/238.125.6.2:5140#http://office.gofaraway.top:888/udp/238.125.3.101:5140#http://gzly.hkychina.com:6001/udp/239.252.219.67:5140#http://home4.kmo.ink:8888/rtp/228.1.1.209:4220#http://beifeng.site:4000/rtp/228.1.1.209:4220
CGTN,http://home4.kmo.ink:8888/rtp/239.2.1.16:8056#http://home4.kmo.ink:8888/rtp/239.2.1.218:4220#http://home4.kmo.ink:8888/rtp/239.2.1.219:4220#http://home4.kmo.ink:8888/rtp/239.2.1.220:4220#http://beifeng.site:4000/rtp/239.2.1.16:8056#http://beifeng.site:4000/rtp/239.2.1.218:4220#http://beifeng.site:4000/rtp/239.2.1.219:4220#http://beifeng.site:4000/rtp/239.2.1.220:4220#http://321257.cn:8888/udp/238.1.78.50:6272#http://opdf.top:8088/udp/239.81.0.28:4056#http://gzly.hkychina.com:6001/udp/239.252.220.150:5140#http://summer-xa.icopylock.com:8888/udp/239.111.205.32:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.14:5140
CGTN西班牙语,http://gzly.hkychina.com:6001/udp/239.252.219.196:5140#http://summer-xa.icopylock.com:8888/udp/239.110.205.79:7960#http://office.gofaraway.top:888/udp/238.125.6.4:5140#http://office.gofaraway.top:888/udp/238.125.3.100:5140#http://summer-xa.icopylock.com:8888/udp/239.111.205.33:5140#http://home4.kmo.ink:8888/rtp/228.1.1.206:4220#http://beifeng.site:4000/rtp/228.1.1.206:4220
CGTN 新闻,http://home4.kmo.ink:8888/rtp/228.1.1.204:4220#http://beifeng.site:4000/rtp/228.1.1.204:4220
CGTN 阿拉伯语,http://home4.kmo.ink:8888/rtp/228.1.1.208:4220#http://beifeng.site:4000/rtp/228.1.1.208:4220#http://gzly.hkychina.com:6001/udp/239.252.219.66:5140
CETV-1,#http://321257.cn:8888/udp/238.1.78.158:7136http://office.gofaraway.top:888/udp/238.125.0.35:5140#http://office.gofaraway.top:888/udp/238.125.4.35:5140
CETV-2,http://office.gofaraway.top:888/udp/238.125.0.36:5140#http://office.gofaraway.top:888/udp/238.125.2.234:5140#http://office.gofaraway.top:888/udp/238.125.4.101:5140#http://home4.kmo.ink:8888/rtp/228.1.1.97:4120#http://beifeng.site:4000/rtp/228.1.1.97:4120#http://321257.cn:8888/udp/238.1.78.106:6720#http://opdf.top:8088/udp/239.81.0.245:4056#http://summer-xa.icopylock.com:8888/udp/239.109.205.48:8320#http://summer-xa.icopylock.com:8888/udp/239.111.205.168:5140
CETV3,http://home4.kmo.ink:8888/rtp/228.1.1.98:4120#http://beifeng.site:4000/rtp/228.1.1.98:4120
CETV-4,http://home4.kmo.ink:8888/rtp/228.1.1.99:4120#http://beifeng.site:4000/rtp/228.1.1.99:4120#http://321257.cn:8888/udp/238.1.78.107:6728#http://opdf.top:8088/udp/239.81.0.246:4056#http://summer-xa.icopylock.com:8888/udp/239.109.205.49:8328#http://summer-xa.icopylock.com:8888/udp/239.111.205.169:5140#http://office.gofaraway.top:888/udp/238.125.0.37:5140#http://office.gofaraway.top:888/udp/238.125.4.37:5140#http://office.gofaraway.top:888/udp/238.125.3.92:5140#http://office.gofaraway.top:888/udp/238.125.4.98:5140#http://office.gofaraway.top:888/udp/238.125.2.141:5140
中国环球,http://home4.kmo.ink:8888/rtp/239.3.1.215:4220#http://beifeng.site:4000/rtp/239.3.1.215:4220
环球纪录,http://home4.kmo.ink:8888/rtp/239.3.1.216:4220#http://beifeng.site:4000/rtp/239.3.1.216:4220
中文欧洲,http://home4.kmo.ink:8888/rtp/239.3.1.213:4220#http://beifeng.site:4000/rtp/239.3.1.213:4220
中文美洲,http://home4.kmo.ink:8888/rtp/239.3.1.214:4220#http://beifeng.site:4000/rtp/239.3.1.214:4220
各省组播-卫视,#genre#
北京卫视,http://321257.cn:8888/udp/238.1.78.162:7168#http://home4.kmo.ink:8888/rtp/239.3.1.241:8000#http://home4.kmo.ink:8888/rtp/228.1.1.115:8000#http://home4.kmo.ink:8888/rtp/239.2.1.104:8002#http://home4.kmo.ink:8888/rtp/239.2.1.119:8000#http://home4.kmo.ink:8888/rtp/239.2.1.120:8000#http://home4.kmo.ink:8888/rtp/239.2.1.121:8000#http://home4.kmo.ink:8888/rtp/239.2.1.157:8176#http://home4.kmo.ink:8888/rtp/239.2.1.162:8000#http://home4.kmo.ink:8888/rtp/239.2.1.225:8000#http://home4.kmo.ink:8888/rtp/239.2.1.247:2000#http://home4.kmo.ink:8888/rtp/239.2.1.248:2000#http://home4.kmo.ink:8888/rtp/239.2.1.253:8002#http://beifeng.site:4000/rtp/239.3.1.241:8000#http://beifeng.site:4000/rtp/228.1.1.115:8000#http://beifeng.site:4000/rtp/239.2.1.104:8002#http://beifeng.site:4000/rtp/239.2.1.119:8000#http://beifeng.site:4000/rtp/239.2.1.120:8000#http://beifeng.site:4000/rtp/239.2.1.121:8000#http://beifeng.site:4000/rtp/239.2.1.157:8176#http://beifeng.site:4000/rtp/239.2.1.162:8000#http://beifeng.site:4000/rtp/239.2.1.225:8000#http://beifeng.site:4000/rtp/239.2.1.247:2000#http://beifeng.site:4000/rtp/239.2.1.248:2000#http://beifeng.site:4000/rtp/239.2.1.253:8002#http://opdf.top:8088/udp/239.81.0.109:4056#http://opdf.top:8088/udp/239.81.0.30:4056#http://office.gofaraway.top:888/udp/238.125.0.24:5140#http://office.gofaraway.top:888/udp/238.125.4.24:5140#http://gzly.hkychina.com:6001/udp/239.252.219.206:5140#http://www.pr666.site:4040/udp/239.255.30.13:8231#http://www.pr666.site:4040/udp/239.255.30.133:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.162:8898#http://summer-xa.icopylock.com:8888/udp/239.109.205.20:8088#http://summer-xa.icopylock.com:8888/udp/239.112.205.32:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.65:5140#http://home4.kmo.ink:8888/rtp/239.2.1.221:8000#http://beifeng.site:4000/rtp/239.2.1.221:8000
北京卫视国际,http://home4.kmo.ink:8888/rtp/239.2.1.235:8000#http://beifeng.site:4000/rtp/239.2.1.235:8000
浙江卫视,http://321257.cn:8888/udp/238.1.78.164:7184#http://home4.kmo.ink:8888/rtp/239.3.1.137:8036#http://home4.kmo.ink:8888/rtp/228.1.1.13:8036#http://home4.kmo.ink:8888/rtp/239.2.1.19:8284#http://beifeng.site:4000/rtp/239.3.1.137:8036#http://beifeng.site:4000/rtp/228.1.1.13:8036#http://beifeng.site:4000/rtp/239.2.1.19:8284#http://opdf.top:8088/udp/239.81.0.108:4056#http://opdf.top:8088/udp/239.81.0.31:4056#http://office.gofaraway.top:888/udp/238.125.0.18:5140#http://office.gofaraway.top:888/udp/238.125.4.18:5140#http://gzly.hkychina.com:6001/udp/239.252.219.210:5140#http://www.pr666.site:4040/udp/239.255.30.16:8231#http://www.pr666.site:4040/udp/239.255.30.132:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.120:8896#http://summer-xa.icopylock.com:8888/udp/239.109.205.23:8112#http://summer-xa.icopylock.com:8888/udp/239.112.205.31:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.64:5140
江苏卫视,http://321257.cn:8888/udp/238.1.78.165:7192#http://home4.kmo.ink:8888/rtp/239.3.1.135:8028#http://home4.kmo.ink:8888/rtp/228.1.1.37:8028#http://beifeng.site:4000/rtp/239.3.1.135:8028#http://beifeng.site:4000/rtp/228.1.1.37:8028#http://opdf.top:8088/udp/239.81.0.106:4056#http://opdf.top:8088/udp/239.81.0.34:4056#http://gzly.hkychina.com:6001/udp/239.252.219.214:5140#http://www.pr666.site:4040/udp/239.255.30.15:8231#http://www.pr666.site:4040/udp/239.255.30.131:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.119:8368#http://summer-xa.icopylock.com:8888/udp/239.109.205.22:8104#http://summer-xa.icopylock.com:8888/udp/239.112.205.30:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.63:5140
湖南卫视,http://321257.cn:8888/udp/238.1.78.160:7152#http://321257.cn:8888/udp/238.1.79.49:4504#http://home4.kmo.ink:8888/rtp/228.1.1.33:8012#http://home4.kmo.ink:8888/rtp/239.2.1.18:8268#http://beifeng.site:4000/rtp/228.1.1.33:8012#http://beifeng.site:4000/rtp/239.2.1.18:8268#http://opdf.top:8088/udp/239.81.0.110:4056#http://opdf.top:8088/udp/239.81.0.40:4056#http://office.gofaraway.top:888/udp/238.125.0.15:5140#http://office.gofaraway.top:888/udp/238.125.4.15:5140#http://gzly.hkychina.com:6001/udp/239.252.219.201:5140#http://www.pr666.site:4040/udp/239.255.30.20:8231#http://www.pr666.site:4040/udp/239.255.30.136:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.163:9002#http://summer-xa.icopylock.com:8888/udp/239.109.205.27:8144#http://summer-xa.icopylock.com:8888/udp/239.112.205.29:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.62:5140
东方卫视,http://321257.cn:8888/udp/238.1.78.163:7176#http://home4.kmo.ink:8888/rtp/239.3.1.136:8032#http://home4.kmo.ink:8888/rtp/228.1.1.39:8032#http://beifeng.site:4000/rtp/239.3.1.136:8032#http://beifeng.site:4000/rtp/228.1.1.39:8032#http://opdf.top:8088/udp/239.81.0.111:4056#http://opdf.top:8088/udp/239.81.0.29:4056#http://office.gofaraway.top:888/udp/238.125.0.14:5140#http://office.gofaraway.top:888/udp/238.125.4.14:5140#http://gzly.hkychina.com:6001/udp/239.252.219.229:5140#http://www.pr666.site:4040/udp/239.255.30.14:8231#http://www.pr666.site:4040/udp/239.255.30.130:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.121:8904#http://summer-xa.icopylock.com:8888/udp/239.109.205.21:8096#http://summer-xa.icopylock.com:8888/udp/239.112.205.28:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.61:5140
山东卫视,http://321257.cn:8888/udp/238.1.78.169:7224#http://home4.kmo.ink:8888/rtp/239.3.1.209:8052#http://home4.kmo.ink:8888/rtp/228.1.1.18:8052#http://home4.kmo.ink:8888/rtp/239.2.1.209:8052#http://beifeng.site:4000/rtp/239.3.1.209:8052#http://beifeng.site:4000/rtp/228.1.1.18:8052#http://beifeng.site:4000/rtp/239.2.1.209:8052#http://opdf.top:8088/udp/239.81.0.114:4056#http://opdf.top:8088/udp/239.81.0.39:4056#http://office.gofaraway.top:888/udp/238.125.0.22:5140#http://office.gofaraway.top:888/udp/238.125.4.22:5140#http://gzly.hkychina.com:6001/udp/239.252.219.228:5140#http://www.pr666.site:4040/udp/239.255.30.18:8231#http://www.pr666.site:4040/udp/239.255.30.139:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.191:9606#http://summer-xa.icopylock.com:8888/udp/239.109.205.25:8128#http://summer-xa.icopylock.com:8888/udp/239.112.205.37:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.70:5140
安徽卫视,http://321257.cn:8888/udp/238.1.78.150:7072#http://home4.kmo.ink:8888/rtp/239.3.1.211:8064#http://home4.kmo.ink:8888/rtp/228.1.1.21:8064#http://beifeng.site:4000/rtp/239.3.1.211:8064#http://beifeng.site:4000/rtp/228.1.1.21:8064#http://opdf.top:8088/udp/239.81.0.211:4056#http://opdf.top:8088/udp/239.81.0.37:4056#http://office.gofaraway.top:888/udp/238.125.0.16:5140#http://office.gofaraway.top:888/udp/238.125.4.16:5140#http://gzly.hkychina.com:6001/udp/239.252.220.83:5140#http://www.pr666.site:4040/udp/239.255.30.17:8231#http://www.pr666.site:4040/udp/239.255.30.84:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.24:8120#http://summer-xa.icopylock.com:8888/udp/239.110.205.11:9790#http://summer-xa.icopylock.com:8888/udp/239.112.205.39:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.72:5140#http://321257.cn:8888/udp/238.1.79.27:4328
湖北卫视,http://321257.cn:8888/udp/238.1.78.168:7216#http://home4.kmo.ink:8888/rtp/239.3.1.138:8044#http://beifeng.site:4000/rtp/239.3.1.138:8044#http://opdf.top:8088/udp/239.81.0.112:4056#http://opdf.top:8088/udp/239.81.0.41:4056#http://office.gofaraway.top:888/udp/238.125.0.32:5140#http://office.gofaraway.top:888/udp/238.125.4.32:5140#http://gzly.hkychina.com:6001/udp/239.252.219.208:5140#http://www.pr666.site:4040/udp/239.255.30.21:8231#http://www.pr666.site:4040/udp/239.255.30.138:8231#http://summer-xa.icopylock.com:8888/udp/239.109.205.165:9006#http://summer-xa.icopylock.com:8888/udp/239.109.205.28:8152#http://summer-xa.icopylock.com:8888/udp/239.112.205.36:5140#http://summer-xa.icopylock.com:8888/udp/239.112.205.69:5140
